added_edge_correction_rel_max,added_edge_correction_rel_median,added_edge_correction_rel_p90,added_edge_fraction,added_edge_negative_lambda_fraction,added_prior_anchor,assembly_seconds,boundary_band_prior_anchor,boundary_edge_correction_rel_max,boundary_edge_correction_rel_median,boundary_edge_correction_rel_p90,boundary_edge_fraction,boundary_edge_negative_lambda_fraction,boundary_effective_weight_median,boundary_effective_weight_p90,boundary_split_factor,constraint_regularization,constraint_resid_inf,constraint_resid_l2,core_edge_correction_rel_max,core_edge_correction_rel_median,core_edge_correction_rel_p90,core_edge_negative_lambda_fraction,core_prior_anchor,correction_abs_max,correction_abs_median,correction_rel_l2,correction_rel_max,correction_rel_median,correction_rel_p90,domain,effective_weight_median,effective_weight_p90,family_seed,frac_err2_near_boundary_interior,frac_max_error_on_boundary,h_target,l2,l2_core_interior,l2_interior,l2_near_boundary_interior,lambda_ratio_median,linf,linf_core_interior,linf_interior,linf_near_boundary_interior,live_boundary_band_active,live_boundary_band_boundary_corr_p90,live_boundary_band_boundary_effw_med,live_boundary_band_boundary_effw_p90,live_boundary_band_boundary_frac,live_boundary_band_core_corr_p90,live_boundary_band_corr_ratio,live_boundary_band_effw_ratio,live_boundary_band_hmax,live_boundary_band_late_enough,live_boundary_band_min_scale,live_boundary_band_orig_boundary_corr_p90,live_boundary_band_patch_quad_after,live_boundary_band_patch_quad_tol,live_boundary_band_requested,live_boundary_band_reverted,live_boundary_band_trigger_corr,live_boundary_band_trigger_effw_ratio,live_boundary_band_trigger_frac,live_boundary_band_triggered,live_boundary_band_width,max_added_edges_on_flagged_node,max_error_dist_boundary,max_error_idx,max_error_is_boundary,max_error_local_cond,max_error_local_sigma_min,max_error_region,max_error_x,max_error_y,max_local_cond,max_local_size,mean_added_edges_per_flagged_node,median_dist_boundary,median_local_cond,median_radius,min_local_sigma_min,n_added_edges,n_boundary,n_core_interior,n_edges,n_flagged_enrichment_nodes,n_flagged_nodes_with_added_edges,n_flagged_nodes_without_added_edges,n_force_flagged_enrichment_nodes,n_interior,n_interior_eval,n_near_boundary_interior,n_original_edges,n_points,negative_lambda_fraction,operator,original_boundary_edge_correction_rel_max,original_boundary_edge_correction_rel_median,original_boundary_edge_correction_rel_p90,original_boundary_edge_fraction,original_boundary_edge_negative_lambda_fraction,original_boundary_effective_weight_median,original_boundary_effective_weight_p90,original_core_edge_correction_rel_max,original_core_edge_correction_rel_median,original_core_edge_correction_rel_p90,original_core_edge_negative_lambda_fraction,original_edge_correction_rel_max,original_edge_correction_rel_median,original_edge_correction_rel_p90,original_edge_fraction,original_edge_negative_lambda_fraction,original_prior_anchor,patch_const_max,patch_quad_max,patch_x2h_max,patch_x_max,patch_xy_max,patch_y2h_max,patch_y_max,prior_blend_geom,prior_blend_wls,rms,rms_core_interior,rms_interior,rms_near_boundary_interior,selected_attempt_alpha,selected_attempt_idx,selected_attempt_max_neighbors,selected_attempt_min_neighbors,solve_seconds,status,total_seconds,trial,unstable,unstable_reasons
nan,nan,nan,0.0,nan,1.0,0.16195325599983335,1.0,6.006897450662896,0.4829655552587115,1.606590442780543,0.9214531173294059,0.23867874267448055,7.2899632756706705,28.701797899463322,2.0,1e-13,2.733480108929598e-12,1.4291604964039307e-11,2.732075794653673,0.03418995681878305,0.30964136597123026,0.0374331550802139,1.0,0.29427591604502157,0.03518452600707339,0.508336197436961,6.006897450662896,0.4179910020191695,1.5379764855774387,annulus,7.671972297533829,35.3548945342408,4005,0.8473121168604487,0.0,0.16,0.12545469211825414,0.19138288855079835,0.15936488750677308,0.15513673642616949,0.7566274053841261,0.3034257107662468,0.26577619855369505,0.3034257107662468,0.3034257107662468,False,1.606590442780543,7.2899632756706705,28.701797899463322,0.9214531173294059,0.30964136597123026,5.188552368451366,3.937166322257334,0.12,False,0.9,1.606590442780543,nan,5e-08,True,False,2.0,5.0,0.6,False,0.16,0,0.2894733059235016,130,False,9.013910122979738,0.2919741269182829,near_boundary_interior,0.47818723573601696,-0.42413559327689176,29.544368954592358,50,0.0,0.15577870721166992,10.807299818319795,0.06320793282237583,0.16007375276577654,0,68,5,2037,0,0,0,0,76,76,71,2037,144,0.22140402552773686,ccpfm,6.006897450662896,0.4829655552587115,1.606590442780543,0.9214531173294059,0.23867874267448055,7.2899632756706705,28.701797899463322,2.732075794653673,0.03418995681878305,0.30964136597123026,0.0374331550802139,6.006897450662896,0.4179910020191695,1.5379764855774387,1.0,0.22140402552773686,1.0,1.438849039914203e-13,2.601119319933787e-10,2.281904665224488e-10,1.9762325109695666e-10,1.4118950453223533e-10,2.0832324754138654e-10,1.8450840855166462e-10,0.35,0.65,0.10445770131455369,0.19445253452873057,0.14378544123306167,0.1395255691384158,2.35,0,68,24,0.0006962699990253896,ok,0.16264952599885873,5,False,linf_outlier
nan,nan,nan,0.0,nan,1.0,0.16966897700331174,1.0,5.8606833660841895,0.463921017833952,1.5980027406592954,0.9190922545633942,0.23349436392914655,7.289963275673177,30.10960832447724,2.0,1e-13,2.8095858972676524e-12,1.4729226731207217e-11,2.9054163670855857,0.020436455754979467,0.24776497245648016,0.018292682926829267,1.0,0.26954997144025533,0.032895389306600874,0.5110162383798533,5.8606833660841895,0.3904775322532371,1.522665044492118,annulus,7.668066659452615,36.814337454559634,4009,0.967529459606765,0.0,0.16,0.1125665744749442,0.19555023432472407,0.143028201906988,0.1419250032228518,0.777662311203448,0.31495478098025154,0.19555023432472407,0.31495478098025154,0.31495478098025154,False,1.5980027406592954,7.289963275673177,30.10960832447724,0.9190922545633942,0.24776497245648016,6.449671738566613,4.130282579742739,0.12,False,0.9,1.5980027406592954,nan,5e-08,True,False,2.0,5.0,0.6,False,0.16,0,0.2691925150762029,111,False,10.053303958088966,0.27561248251225395,near_boundary_interior,0.45574629627929064,-0.41800236989485906,30.447911140812046,51,0.0,0.14385151809955735,10.974832770844149,0.05455942385273814,0.15348057922560598,0,68,1,2027,0,0,0,0,76,76,75,2027,144,0.2160828811050814,ccpfm,5.8606833660841895,0.463921017833952,1.5980027406592954,0.9190922545633942,0.23349436392914655,7.289963275673177,30.10960832447724,2.9054163670855857,0.020436455754979467,0.24776497245648016,0.018292682926829267,5.8606833660841895,0.3904775322532371,1.522665044492118,1.0,0.2160828811050814,1.0,2.0605739337042905e-13,2.7044499972816993e-10,2.0804069578161943e-10,1.8836487925000256e-10,1.7331203139292484e-10,7.221068187845958e-11,9.748823970312515e-11,0.35,0.65,0.09696175594598332,0.19555023432472407,0.13346731438635642,0.13244309120413642,2.35,0,68,24,0.0008834479958750308,ok,0.17055242499918677,9,False,linf_outlier
,,,,,,0.2847711270005675,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,annulus,,,4001,0.5066824872820909,0.0,0.1,0.09275571783908923,0.10750689013692692,0.10639586429188636,0.10534658388368205,1.0,0.44302999711606184,0.44302999711606184,0.44302999711606184,0.3494163092120546,,,,,,,,,,,,,,,,,,,,,,,0.2932620036632614,285,False,104.61934230882221,0.023119919853831022,interior_core,0.5210337140727879,-0.37569984009441865,203.97748635839372,23,,0.1745976380154976,109.6639896346488,0.04134677340172829,0.013050075850006889,,107,76,0,,,,,194,194,118,,301,0.0,wls,,,,,,,,,,,,,,,,,,6.750155989720952e-14,2.5757174171303632e-14,2.3092638912203256e-14,4.3520742565306136e-14,3.275157922644212e-14,2.4424906541753444e-14,5.3734794391857577e-14,,,0.0889372154227979,0.10931601607390884,0.11078116057492522,0.11171463988757724,,,,,0.001273150002816692,ok,0.2860442770033842,1,False,linf_outlier
,,,,,,0.08054009500483517,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,annulus,,,4009,1.0,0.0,0.2,0.8127788744300547,nan,1.1254359392767639,1.1254359392767639,1.0,3.8102446331537925,nan,3.8102446331537925,3.8102446331537925,,,,,,,,,,,,,,,,,,,,,,,0.10999999999999999,57,False,39.08275529519558,0.07221967349553281,near_boundary_interior,0.5231288745403727,0.7200251249936511,46.22548206262218,23,,0.11000000000000004,34.270348105835126,0.05720000000000003,0.055648122212404366,,54,0,0,,,,,47,47,47,,101,0.0,wls,,,,,,,,,,,,,,,,,,1.9262369477246466e-14,9.325873406851315e-15,4.440892098500626e-15,1.0658141036401503e-14,1.0658141036401503e-14,6.217248937900877e-15,1.1962653090336062e-14,,,0.8121679587213225,nan,1.1905773327803684,1.1905773327803684,,,,,0.00048273499123752117,ok,0.08102282999607269,9,False,l2_outlier
nan,nan,nan,0.0,nan,1.0,0.15987649399903603,1.0,3.1192661102740438,0.700345186588042,1.9004126590025183,0.6594307766521948,0.36137527432333577,6.4278198621633695,28.701797899462697,2.0,1e-13,2.0742574324827956e-12,1.5064728765909015e-11,2.496077660975242,0.2730926323386186,1.5692077063491463,0.2535410764872521,1.0,0.31218001567578746,0.04792283776475524,0.5596875001082152,3.1192661102740438,0.5471077146564108,1.7495455012122143,circle,7.740411656049844,36.67516202285604,1004,0.21334746493927656,0.0,0.16,0.17769207636555767,0.23295385697697982,0.20356386866348514,0.14879383164604912,0.6866954153564098,0.4079905569383655,0.4079905569383655,0.4079905569383655,0.37281909190856,False,1.9004126590025183,6.4278198621633695,28.701797899462697,0.6594307766521948,1.5692077063491463,1.211065081641703,4.465246151095889,0.12,False,0.9,1.9004126590025183,nan,5e-08,True,False,2.0,5.0,0.6,False,0.16,0,0.4481236583470001,85,False,8.54197735164306,0.29839332009319275,interior_core,0.4900060971108685,0.2546266770363545,24.846840961529484,45,0.0,0.30751660338820275,9.937805247138538,0.06530214031049061,0.17274048355888746,0,50,45,2073,0,0,0,0,92,92,47,2073,142,0.3246502653159672,ccpfm,3.1192661102740438,0.700345186588042,1.9004126590025183,0.6594307766521948,0.36137527432333577,6.4278198621633695,28.701797899462697,2.496077660975242,0.2730926323386186,1.5692077063491463,0.2535410764872521,3.1192661102740438,0.5471077146564108,1.7495455012122143,1.0,0.3246502653159672,1.0,1.4654943925052066e-13,1.2091838641481445e-10,7.550382541410272e-11,9.406297962755161e-11,8.056222355889986e-11,1.0944667394596763e-10,7.86997134127887e-11,0.35,0.65,0.15161538060382293,0.2343962111617267,0.18836209799044132,0.1297964433295788,2.35,0,68,24,0.0009665550023782998,ok,0.16084304900141433,4,False,l2_outlier
,,,,,,0.07328977799625136,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,ellipse,,,2001,0.9359311383455361,0.0,0.16,1.3005870088280818,0.5524284535474793,1.53832019572597,2.097981928245358,1.0,10.74838177736791,1.339354877075409,10.74838177736791,10.74838177736791,,,,,,,,,,,,,,,,,,,,,,,0.08800000000000001,60,False,64.16689171689548,0.044971472725145525,near_boundary_interior,-0.9818377232591295,-0.5220523778179051,81.87035320348862,23,,0.2769576910243007,45.313427661270794,0.06575695391227754,0.0322473810952602,,48,27,0,,,,,72,72,45,,120,0.0,wls,,,,,,,,,,,,,,,,,,2.2648549702353193e-14,8.881784197001252e-15,9.103828801926284e-15,1.1324274851176597e-14,8.645861804268407e-15,6.8833827526759706e-15,1.3378187446733136e-14,,,1.7710199310580628,0.55982205741548,2.286376899596428,2.859368895688652,,,,,0.00046377599937841296,ok,0.07375355399562977,1,True,linf_large
,,,,,,0.08343782799784094,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,ellipse,,,2006,0.9765120810888412,0.0,0.16,6.650483401778437,1.6520505793593068,7.870150721878397,11.381104039934748,1.0,65.86811259455033,6.064783332452594,65.86811259455033,65.86811259455033,,,,,,,,,,,,,,,,,,,,,,,0.08800000000000004,48,False,62.15709521757294,0.047855727991563714,near_boundary_interior,0.9818377232591271,0.5220523778179099,77.88829849569612,23,,0.26947653909483393,42.587589038236445,0.06574626142937477,0.03259824429677034,,48,28,0,,,,,71,71,43,,119,0.0,wls,,,,,,,,,,,,,,,,,,3.352873534367973e-14,1.176836406102666e-14,7.771561172376096e-15,2.4313884239290928e-14,1.0769163338864018e-14,8.881784197001252e-15,2.398081733190338e-14,,,9.547728272296148,1.6968223513584533,12.360736739193372,15.824118281511772,,,,,0.0004229259939165786,ok,0.08386075399175752,6,True,linf_large;l2_outlier;linf_outlier
,,,,,,0.10684786799538415,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,ellipse,,,2007,0.9574834168802182,0.0,0.16,1.4122214503789343,0.47472615775215093,1.6657437876724244,2.3611678564202996,1.0,13.4886524266307,1.530697384875231,13.4886524266307,13.4886524266307,,,,,,,,,,,,,,,,,,,,,,,0.08800000000000004,48,False,72.95826826849513,0.03962621842098331,near_boundary_interior,0.9818377232591271,0.5220523778179099,76.7937865041999,23,,0.2542698420562843,44.78103974926821,0.06576764639518032,0.03392001061518791,,48,29,0,,,,,73,73,44,,121,0.0,wls,,,,,,,,,,,,,,,,,,2.842170943040401e-14,9.769962616701378e-15,9.658940314238862e-15,1.709743457922741e-14,1.678865380050354e-14,8.881784197001252e-15,1.9539925233402755e-14,,,1.9279047819103723,0.4945227074284778,2.4820860609566546,3.1717603732891027,,,,,0.0004363629996078089,ok,0.10728423099499196,7,True,linf_large
,,,,,,0.06288036800106056,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,ellipse,,,2000,0.9717544116768759,0.0,0.2,4.553119569520184,1.506421457162107,5.655302154446407,7.1856213128390625,1.0,34.058216052828165,2.3833833025659317,34.058216052828165,34.058216052828165,,,,,,,,,,,,,,,,,,,,,,,0.11000000000000004,38,False,40.40063511879841,0.07245988389447305,near_boundary_interior,0.9624128762162308,0.5117240034366201,47.50852044105791,23,,0.2868307829991377,29.581886643378358,0.08279826313992898,0.05621434861305516,,38,12,0,,,,,45,45,33,,83,0.0,wls,,,,,,,,,,,,,,,,,,1.6431300764452317e-14,5.773159728050814e-15,7.549516567451064e-15,1.429412144204889e-14,1.083855227790309e-14,2.886579864025407e-15,9.381384558082573e-15,,,6.163734970519122,1.5530023925512118,8.370988510994955,9.730245554423046,,,,,0.0003213279996998608,ok,0.06320169600076042,0,True,linf_large
,,,,,,0.047060091004823335,,,,,,,,,2.0,,0.0,0.0,,,,,,,,0.0,,,,ellipse,,,2001,0.9710080444599075,0.0,0.2,11.470790209540384,3.688345248054794,14.377216649410622,18.940581598591926,1.0,98.98378162215515,9.357413085819704,98.98378162215515,98.98378162215515,,,,,,,,,,,,,,,,,,,,,,,0.11000000000000004,38,False,36.50401822475459,0.08190727307383337,near_boundary_interior,0.9624128762162308,0.5117240034366201,47.68426659295386,23,,0.2960080502124649,29.735565137757437,0.08279826313992898,0.056229900937867866,,38,14,0,,,,,45,45,31,,83,0.0,wls,,,,,,,,,,,,,,,,,,1.9539925233402755e-14,9.769962616701378e-15,1.0436096431476471e-14,2.398081733190338e-14,1.1879386363489175e-14,2.886579864025407e-15,7.993605777301127e-15,,,15.731080836247717,3.936849485294751,21.36443204901002,25.604164278728984,,,,,0.00024129499797709286,ok,0.04730138600280043,1,True,linf_large
