assembly_seconds,constraint_resid_inf,constraint_resid_l2,correction_rel_l2,domain,family_seed,frac_err2_near_boundary_interior,frac_max_error_on_boundary,h_target,l2,l2_core_interior,l2_interior,l2_near_boundary_interior,lambda_ratio_median,linf,linf_core_interior,linf_interior,linf_near_boundary_interior,max_error_idx,max_error_is_boundary,max_error_x,max_error_y,max_local_cond,max_namls_reproduction_defect,mean_local_stencil_size,median_local_cond,median_local_sigma_min,median_namls_selection_score,method_id,min_local_sigma_min,n_boundary,n_core_interior,n_interior_eval,n_near_boundary_interior,n_points,namls_kernel,namls_kernel_beta,namls_max_neighbors,namls_min_neighbors,namls_neighbor_step,namls_regularization,namls_size_penalty,negative_lambda_fraction,operator,patch_const_max,patch_quad_max,patch_x2h_max,patch_x_max,patch_xy_max,patch_y2h_max,patch_y_max,rms,rms_core_interior,rms_interior,rms_near_boundary_interior,solve_seconds,status,total_seconds,trial,unstable,unstable_reasons
0.07000697899999864,0.0,0.0,0.0,annulus,4000,1.0,0.0,0.2,0.163341226891793,nan,0.2232873748497257,0.2232873748497257,1.0,0.9815397398180694,nan,0.9815397398180694,0.9815397398180694,59,False,1.8893813258482854e-13,0.8899999999999999,4.508523264980279,2.4305326648127472e-08,18.959183673469386,2.839010862715559,0.5167321010456386,2512.2700824041885,NAMLS-reconstructed-v1,0.3431015555577717,54,0,49,49,103,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,2.4305327528395537e-08,7.382316091764096e-09,7.3980750414648355e-09,1.8769617859959453e-08,6.866732300825351e-09,6.953410736088017e-09,1.8825858205673285e-08,0.20092896856914313,nan,0.2913151877562938,0.2913151877562938,0.0004968880000006948,ok,0.07050386699999933,0,False,
0.18147876500000848,0.0,0.0,0.0,annulus,4000,1.0,0.0,0.16,0.04810296199939405,nan,0.06097805394790771,0.06097805394790771,1.0,0.23257480421035326,nan,0.23257480421035326,0.23257480421035326,100,False,0.0760578966086903,-0.4313457777922659,4.508745680537699,3.951998635779644e-08,17.467532467532468,2.7727893305485054,0.5346069855680293,3596.5089659121454,NAMLS-reconstructed-v1,0.3424805949077088,68,0,77,77,145,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,3.9519990835401586e-08,1.3157615441627968e-08,1.3209490834498183e-08,3.288965677583633e-08,1.1337404925379151e-08,1.2346590416711933e-08,2.989759989796906e-08,0.0476295543739388,nan,0.0653604685351853,0.0653604685351853,0.0004139250000037009,ok,0.18189269000001218,0,False,
0.1493853910000098,0.0,0.0,0.0,annulus,4000,0.7572433162237009,0.0,0.12,0.026247019963828295,0.027519882125536764,0.03083849320707017,0.03218598626444712,1.0,0.10966267710855218,0.07136066777280115,0.10966267710855218,0.10966267710855218,120,False,0.8670956117226822,-0.34713272110811383,4.614127419724653,7.171631747807338e-08,17.25531914893617,2.654950471429245,0.5513124949818619,5400.254640298288,NAMLS-reconstructed-v1,0.33585074901381345,89,32,141,109,230,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,7.171628786661888e-08,2.7157140980449412e-08,2.581899538611765e-08,5.988700468861907e-08,2.7355076558099878e-08,2.5227728794874338e-08,5.908282579847324e-08,0.02484251585396355,0.028117665014405407,0.031728528967194816,0.03271300527817011,0.01953440199999079,ok,0.1689197930000006,0,False,
0.4797360889999993,0.0,0.0,0.0,annulus,4000,0.5057454896724527,0.0,0.1,0.021325863687517224,0.024149400680393847,0.02446830577762106,0.024792496724380334,1.0,0.15107782919846163,0.06093587815673174,0.15107782919846163,0.15107782919846163,139,False,0.3485764073310538,-0.8783618166603095,4.531188368564621,1.0216381703032865e-07,16.94871794871795,2.548472715026829,0.5662992371626402,6691.835942621391,NAMLS-reconstructed-v1,0.3372327764800027,107,80,195,115,302,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,1.0216385337713518e-07,4.1852322052449153e-08,3.79349005541485e-08,8.432917297795939e-08,3.913086232820717e-08,3.6523253976739056e-08,8.440970944434412e-08,0.020705270014093426,0.02373296435227724,0.02576719026100857,0.027092368661424383,0.0013730689999960077,ok,0.4811091579999953,0,False,
0.3500034269999901,0.0,0.0,0.0,annulus,4000,0.2517936459757971,0.0,0.08,0.013228145940504638,0.016142733107945752,0.014721717634199083,0.012019725359848028,1.0,0.05827379723582479,0.04344000426269301,0.05827379723582479,0.05827379723582479,157,False,-0.9325108344057017,0.21061685554928533,4.872510257425499,1.568410560658587e-07,16.868852459016395,2.493625179919343,0.5738332370947895,9401.723397220167,NAMLS-reconstructed-v1,0.3160467844535113,134,160,305,145,439,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,1.5684105392210768e-07,6.58093508576485e-08,6.400060259537099e-08,1.4044338523394595e-07,6.371263395176664e-08,6.041375444354458e-08,1.310274500010422e-07,0.012016017405312477,0.01587590328357779,0.014415937447669901,0.012610281300669593,0.0016342460000089432,ok,0.35163767299999904,0,False,
0.11730663900000593,0.0,0.0,0.0,annulus,4001,1.0,0.0,0.2,0.09525296246404125,nan,0.12937217765002085,0.12937217765002085,1.0,0.7291178214473417,nan,0.7291178214473417,0.7291178214473417,67,False,-0.5231288745404166,-0.7200251249936193,4.511880054403168,2.824022901770044e-08,18.142857142857142,2.8125641073605743,0.5144578669369648,2696.629508010452,NAMLS-reconstructed-v1,0.34355130360713204,54,0,49,49,103,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,2.8240209504204472e-08,8.96875018696619e-09,8.45718339803625e-09,2.1121044430777447e-08,8.757324814964718e-09,7.387267686453924e-09,1.9406450890713245e-08,0.11196338653770382,nan,0.16232918131880889,0.16232918131880889,0.0004845999999929518,ok,0.11779123899999888,1,False,
0.16501913200001184,0.0,0.0,0.0,annulus,4001,1.0,0.0,0.16,0.05684559418125202,nan,0.07209133778403419,0.07209133778403419,1.0,0.3920789971625563,nan,0.3920789971625563,0.3920789971625563,72,False,0.48867403702092704,0.7700270680577855,4.458899219692292,3.9426862728713524e-08,17.526315789473685,2.8335171734409816,0.5344172246930725,3285.3145053916523,NAMLS-reconstructed-v1,0.3443281457391825,68,0,76,76,144,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,3.9426876902852484e-08,1.3781292107495346e-08,1.37145508283254e-08,3.329713364752518e-08,1.1337625283047714e-08,1.3593689729418656e-08,3.314651950194681e-08,0.06223162802151231,nan,0.08566148767509038,0.08566148767509038,0.0005078339999897707,ok,0.1655269660000016,1,False,
0.18251332500000217,0.0,0.0,0.0,annulus,4001,0.5426640501604396,0.0,0.12,0.028512228554565068,0.0375492108069071,0.03345503847655164,0.030879597848603568,1.0,0.11490136586879807,0.08350178177292689,0.11490136586879807,0.11490136586879807,139,False,-0.38752101226680136,-0.16706724709443668,4.493123422843799,6.872022843887085e-08,17.180555555555557,2.6194896750725007,0.5581219547051519,5401.3689772655725,NAMLS-reconstructed-v1,0.3383917068754618,89,39,144,105,233,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,6.87202328791825e-08,2.7189211326827945e-08,2.3594328935061526e-08,5.477082332117078e-08,2.402039278592838e-08,2.63263382205281e-08,6.029365540172194e-08,0.02549458051153485,0.03785789970867081,0.032429823493495775,0.030165930770017856,0.0009895390000025373,ok,0.1835028640000047,1,False,
0.46537935400000663,0.0,0.0,0.0,annulus,4001,0.3703461295713071,0.0,0.1,0.02366375842855498,0.030986106100050315,0.027143620782151875,0.022977323975543244,1.0,0.10070410529109142,0.09006737556276756,0.10070410529109142,0.10070410529109142,130,False,-0.821507611424556,-0.4670654577421069,4.6803642046037295,1.0692016038690311e-07,16.927835051546392,2.5544115422505844,0.5675632311727422,6621.643685457946,NAMLS-reconstructed-v1,0.32323244027472414,107,76,194,118,301,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,1.0692019714042544e-07,4.4113789954280946e-08,4.3852651288034394e-08,9.733884098750423e-08,4.144586948640061e-08,3.9819529007445453e-08,8.936040529761158e-08,0.02129890667026314,0.03127992473413256,0.026530149259698262,0.022956427128103366,0.028958463999998685,ok,0.4943378180000053,1,False,
0.773087034999989,0.0,0.0,0.0,annulus,4001,0.2626489747193543,0.0,0.08,0.012179859826175893,0.014909381156230873,0.013566427355503246,0.011140377547861744,1.0,0.04385932304760565,0.041984981795700316,0.04385932304760565,0.04385932304760565,154,False,-0.78743476079865,0.5421091850220646,4.629125399966668,1.5372363601046653e-07,16.49514563106796,2.5072821957857205,0.5723354157611678,9858.825821974271,NAMLS-reconstructed-v1,0.32738804318474957,134,158,309,151,443,wendland_c2,3.0,26,14,4,1e-10,2.0,0.0,namls,1.537236940563764e-07,6.591556411805755e-08,6.557870713130853e-08,1.42407793480948e-07,6.201126684368674e-08,6.237072347481387e-08,1.3614172988951623e-07,0.010966521351965164,0.014780591033931537,0.013130809839962584,0.01114611147474016,0.005879559000007362,ok,0.7789665939999963,1,False,
