added_edge_correction_rel_max,added_edge_correction_rel_median,added_edge_correction_rel_p90,added_edge_fraction,added_edge_negative_lambda_fraction,assembly_seconds,boundary_band_live,boundary_edge_correction_rel_max,boundary_edge_correction_rel_median,boundary_edge_correction_rel_p90,boundary_edge_fraction,boundary_edge_negative_lambda_fraction,cloud_seconds,cls_regularization,comparator_id,condition_estimate,constraint_resid_inf,constraint_resid_l2,core_edge_correction_rel_max,core_edge_correction_rel_median,core_edge_correction_rel_p90,core_edge_fraction,core_edge_negative_lambda_fraction,correction_abs_max,correction_abs_median,correction_rel_l2,correction_rel_max,correction_rel_median,correction_rel_p90,domain,effective_weight_added_edge_median,effective_weight_added_edge_p90,effective_weight_boundary_edge_median,effective_weight_boundary_edge_p90,effective_weight_core_edge_median,effective_weight_core_edge_p90,effective_weight_median,effective_weight_original_boundary_edge_median,effective_weight_original_boundary_edge_p90,effective_weight_original_core_edge_median,effective_weight_original_core_edge_p90,effective_weight_original_edge_median,effective_weight_original_edge_p90,effective_weight_p90,h,l2,lambda_ratio_median,linf,max_local_cond,max_reproduction_defect,median_local_cond,median_local_sigma_min,median_selected_neighbors,method,n_added_edges,n_edges,n_points,negative_lambda_fraction,original_boundary_edge_correction_rel_max,original_boundary_edge_correction_rel_median,original_boundary_edge_correction_rel_p90,original_boundary_edge_fraction,original_boundary_edge_negative_lambda_fraction,original_core_edge_correction_rel_max,original_core_edge_correction_rel_median,original_core_edge_correction_rel_p90,original_core_edge_fraction,original_core_edge_negative_lambda_fraction,original_edge_correction_rel_max,original_edge_correction_rel_median,original_edge_correction_rel_p90,original_edge_fraction,original_edge_negative_lambda_fraction,problem,protected_interface_nodes,seed,solve_seconds,total_seconds,trial,unstable
nan,nan,nan,0.0,nan,0.1571914099999958,0.0,4.92817890260876,0.7048005884791484,1.9451710378664082,0.5981941309255079,0.3877358490566038,0.13334758000002012,,,201.76447653628702,1.3577644347381734e-10,7.749031186098842e-10,3.0203627531509705,0.30269314143489173,1.8493257836941988,0.4018058690744921,0.30758426966292135,0.9470419946907632,0.15471560816924224,0.6322733409763944,4.92817890260876,0.5653559362811752,1.9149450903220389,circle,nan,nan,5.589797943785771,22.14254099567901,7.110225795012936,30.78323278181924,6.259498942521366,5.589797943785771,22.14254099567901,7.110225795012936,30.78323278181924,6.259498942521366,29.586565485846705,29.586565485846705,0.16,0.2245035929914929,0.7675290509088251,0.4400598792913941,24.436432346121247,,9.476440784812745,,,ccpfm_flux,0,1772,143,0.35553047404063204,4.92817890260876,0.7048005884791484,1.9451710378664082,0.5981941309255079,0.3877358490566038,3.0203627531509705,0.30269314143489173,1.8493257836941988,0.4018058690744921,0.30758426966292135,4.92817890260876,0.5653559362811752,1.9149450903220389,1.0,0.35553047404063204,smooth_variable,0,8104,0.00042040499999984604,0.2909593950000158,4,False
,,,,,0.11060368200000426,,,,,,,0.13179255099998954,1e-12,CLS-GFD-type-v1,65.9149260707152,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.10517416591313082,,0.304390987860891,878.8606945314813,2.2281838596427406e-09,235.53912668559394,0.019728668036993705,34.0,cls_gfd,,,222,,,,,,,,,,,,,,,,,smooth_variable,,8100,0.001120664000012539,0.24351689700000634,0,False
,,,,,0.15687618199999065,,,,,,,0.21272641300001283,,,82.63038106962206,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.2614015908660685,,1.4148319523010815,22.66823861175381,,9.18564716206468,,,wls_strong,,,219,,,,,,,,,,,,,,,,,smooth_variable,,8101,0.0011110499999915646,0.37071364499999504,1,False
,,,,,0.12030439900001966,,,,,,,0.11032498899999155,1e-12,CLS-GFD-type-v1,91.37070361662467,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.11601328105747898,,0.3783374514896092,894.0907835297226,2.588489422805651e-09,237.15918662502085,0.01894247923325714,34.0,cls_gfd,,,218,,,,,,,,,,,,,,,,,smooth_variable,,8102,0.0009943270000007942,0.231623715000012,2,False
,,,,,0.0749674229999755,,,,,,,0.11105984900001431,,,64.50515651353062,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.21986008051085054,,0.8250195796141468,21.515632261297466,,9.236134676647552,,,wls_strong,,,224,,,,,,,,,,,,,,,,,smooth_variable,,8103,0.0012331310000206486,0.18726040300001046,3,False
,,,,,0.15110433300000636,,,,,,,0.21596420999998145,,,77.94334531473939,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.24128226303877762,,1.1730656277493683,21.207061380025145,,9.232759797665985,,,wls_strong,,,218,,,,,,,,,,,,,,,,,smooth_variable,,8102,0.0009880270000053315,0.36805656999999314,2,False
,,,,,0.22616007700000296,,,,,,,0.2331804410000018,1e-12,CLS-GFD-type-v1,86.66095278379758,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.11020354597984407,,0.4092115702554784,768.6723821566057,2.764519280162858e-09,233.8108782974672,0.018523969226609833,30.0,cls_gfd,,,219,,,,,,,,,,,,,,,,,smooth_variable,,8101,0.005160631999984844,0.4645011499999896,1,False
nan,nan,nan,0.0,nan,0.30465249500002756,0.0,4.173829317817563,0.8569510387160557,1.9552157488215058,0.49018920812894184,0.4224446032880629,0.23318896299997505,,,337.6069044616314,7.814929259275516e-16,3.764152071654576e-15,3.1083464073294587,0.3859805836873321,1.8782869652640082,0.5098107918710582,0.32920962199312714,0.9866774291950275,0.1787768838782065,0.6456630815973595,4.173829317817563,0.6534194395454826,1.916331006778032,circle,nan,nan,9.128431556033377,34.90688947539876,11.234781242541478,49.84594937855322,10.289466177251311,9.128431556033377,34.90688947539876,11.234781242541478,49.84594937855322,10.289466177251311,45.24169413556404,45.24169413556404,0.12,0.1717566702815685,0.7548159972479915,0.3933709036653943,24.903783779942533,,9.406757143293245,,,ccpfm_flux,0,2854,222,0.3749124036440084,4.173829317817563,0.8569510387160557,1.9552157488215058,0.49018920812894184,0.4224446032880629,3.1083464073294587,0.3859805836873321,1.8782869652640082,0.5098107918710582,0.32920962199312714,4.173829317817563,0.6534194395454826,1.916331006778032,1.0,0.3749124036440084,smooth_variable,0,8100,0.005256523999975116,0.5430979819999777,0,False
nan,nan,nan,0.0,nan,0.2452259050000123,0.0,4.420447967684251,0.8488626034115941,1.9828543578671853,0.506190307746728,0.4283717679944095,0.21170128999997928,,,328.2659817933577,3.7334231713093136e-10,2.6923880741776185e-09,3.742530451022774,0.37833748292296754,1.8709592259651302,0.49380969225327204,0.3202005730659026,0.9737308431698282,0.1810645302231241,0.6470122334612493,4.420447967684251,0.6527419628873931,1.9398388239458413,circle,nan,nan,9.59028526775424,37.562206502925314,10.515083193477095,46.80482993267964,10.179465627533629,9.59028526775424,37.562206502925314,10.515083193477095,46.80482993267964,10.179465627533629,44.27967372353541,44.27967372353541,0.12,0.1793134560044966,0.7487110397887904,0.4374742218341596,25.798693587436507,,9.441611330005859,,,ccpfm_flux,0,2827,219,0.3749557835160948,4.420447967684251,0.8488626034115941,1.9828543578671853,0.506190307746728,0.4283717679944095,3.742530451022774,0.37833748292296754,1.8709592259651302,0.49380969225327204,0.3202005730659026,4.420447967684251,0.6527419628873931,1.9398388239458413,1.0,0.3749557835160948,smooth_variable,0,8101,0.0009112029999869264,0.4578383979999785,1,False
,,,,,0.07591590199999132,,,,,,,0.11628021000001354,,,59.43273055259732,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.2036068160463424,,0.7039192685653726,22.2384864365383,,9.189052321050205,,,wls_strong,,,227,,,,,,,,,,,,,,,,,smooth_variable,,8104,0.0010479050000071766,0.19324401700001204,4,False
nan,nan,nan,0.0,nan,0.2494630560000246,0.0,4.158265160532912,0.8345792529409214,2.0161600682791523,0.5144671841919548,0.4348422496570645,0.2169123169999807,,,343.1659476294272,4.24265742329788e-10,2.7572838573584066e-09,3.332145938068254,0.42146075206913114,1.885812395920715,0.4855328158080452,0.31613372093023256,1.0681725549062144,0.18698232183817715,0.647117884488421,4.158265160532912,0.6473630697030825,1.9395537336705182,circle,nan,nan,9.310017305460391,37.785490401197926,10.67160586998528,45.17323710321982,10.165235839514372,9.310017305460391,37.785490401197926,10.67160586998528,45.17323710321982,10.165235839514372,42.55136326103197,42.55136326103197,0.12,0.18035853649440448,0.7568552215749262,0.49190489723601116,25.74326585275455,,9.416873572238817,,,ccpfm_flux,0,2834,218,0.37720536344389555,4.158265160532912,0.8345792529409214,2.0161600682791523,0.5144671841919548,0.4348422496570645,3.332145938068254,0.42146075206913114,1.885812395920715,0.4855328158080452,0.31613372093023256,4.158265160532912,0.6473630697030825,1.9395537336705182,1.0,0.37720536344389555,smooth_variable,0,8102,0.004893624999994017,0.47126899799999933,2,False
nan,nan,nan,0.0,nan,0.14058565199999862,0.0,4.276709372622861,0.8368945724466981,1.986401673720232,0.49228659581762085,0.4254874651810585,0.16526428599999576,,,330.66797035199903,1.164866814118426e-15,4.160965156237414e-15,3.4644801779721015,0.38729883466053194,1.866602033169869,0.5077134041823792,0.3261309925725861,0.9504744872577204,0.17832577117072443,0.6443099180599762,4.276709372622861,0.6574171968129959,1.917831569638342,circle,nan,nan,9.318703497648537,34.49577149770083,11.316956690782629,52.12607093658979,10.407720028534447,9.318703497648537,34.49577149770083,11.316956690782629,52.12607093658979,10.407720028534447,46.75516560379022,46.75516560379022,0.12,0.17443788387777243,0.7506505659506256,0.41373875996844955,25.15994828649515,,9.462429335928917,,,ccpfm_flux,0,2917,224,0.37504285224545764,4.276709372622861,0.8368945724466981,1.986401673720232,0.49228659581762085,0.4254874651810585,3.4644801779721015,0.38729883466053194,1.866602033169869,0.5077134041823792,0.3261309925725861,4.276709372622861,0.6574171968129959,1.917831569638342,1.0,0.37504285224545764,smooth_variable,0,8103,0.0009447330000114107,0.3067946710000058,3,False
,,,,,0.2651876210000239,,,,,,,0.2257789619999926,1e-12,CLS-GFD-type-v1,77.1655796982053,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.10880659361973137,,0.3007465429632681,873.4241474502548,2.568953050285927e-09,239.61306661700854,0.019200977430287043,34.0,cls_gfd,,,224,,,,,,,,,,,,,,,,,smooth_variable,,8103,0.000967726999988372,0.49193431000000487,3,False
,,,,,0.24713782299997433,,,,,,,0.2509392420000154,1e-12,CLS-GFD-type-v1,66.74085426786004,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.12,0.09755403362313654,,0.30500090884595105,750.132439947353,2.290004630367548e-09,238.39492811389655,0.019406709501129816,34.0,cls_gfd,,,227,,,,,,,,,,,,,,,,,smooth_variable,,8104,0.0010539149999999609,0.4991309799999897,4,False
nan,nan,nan,0.0,nan,0.20445704499999806,0.0,3.7475460720730704,0.9121194584350041,1.9896909917106012,0.43168418354268134,0.45902612826603323,0.1642176329999927,,,466.07549325128895,7.476658181460039e-16,4.4345699366170684e-15,3.59270467815546,0.4279088970186353,1.8305074020732264,0.5683158164573187,0.33964817320703655,1.008085364329598,0.1878534006710953,0.6535984924074865,3.7475460720730704,0.6534808381651516,1.8997172564766256,circle,nan,nan,13.050537406741514,47.28083116246645,14.915535793009989,64.62334155248202,14.146913381964437,13.050537406741514,47.28083116246645,14.915535793009989,64.62334155248202,14.146913381964437,60.55360040363399,60.55360040363399,0.1,0.1353160325910195,0.7363624671532525,0.32314052395664516,25.099390013199258,,9.36740518685705,,,ccpfm_flux,0,3901,296,0.39118174826967445,3.7475460720730704,0.9121194584350041,1.9896909917106012,0.43168418354268134,0.45902612826603323,3.59270467815546,0.4279088970186353,1.8305074020732264,0.5683158164573187,0.33964817320703655,3.7475460720730704,0.6534808381651516,1.8997172564766256,1.0,0.39118174826967445,smooth_variable,0,8100,0.0013798790000123518,0.3700545570000031,0,False
nan,nan,nan,0.0,nan,0.3152326020000089,0.0,4.057556851590257,0.8550180545344436,1.9591494276264116,0.49070631970260226,0.4331955922865014,0.2549281649999955,,,348.01367364967876,9.08995101411847e-16,3.922707453094777e-15,3.5356512555035553,0.40889266229854293,1.8465793950822573,0.5092936802973977,0.3357664233576642,0.9399742205477952,0.19019365835313395,0.6460752764660495,4.057556851590257,0.6600827166598813,1.8914169870226336,circle,nan,nan,9.970214944416696,36.62048022399886,11.113694251498538,50.98570259188542,10.617174476786674,9.970214944416696,36.62048022399886,11.113694251498538,50.98570259188542,10.617174476786674,47.97517168643962,47.97517168643962,0.12,0.16339116057500844,0.741972408915004,0.3932758947075162,25.508143552362156,,9.465510001784267,,,ccpfm_flux,0,2959,227,0.38357553227441704,4.057556851590257,0.8550180545344436,1.9591494276264116,0.49070631970260226,0.4331955922865014,3.5356512555035553,0.40889266229854293,1.8465793950822573,0.5092936802973977,0.3357664233576642,4.057556851590257,0.6600827166598813,1.8914169870226336,1.0,0.38357553227441704,smooth_variable,0,8104,0.0009085689999892566,0.5710693359999937,4,False
,,,,,0.18350143200001412,,,,,,,0.15250270000001365,1e-12,CLS-GFD-type-v1,98.48223533035097,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.0686572228929074,,0.22680235072663324,767.5345187739947,4.221107019475312e-09,239.6511240997459,0.020049995342490693,34.0,cls_gfd,,,301,,,,,,,,,,,,,,,,,smooth_variable,,8101,0.0013690229999951953,0.33737315500002296,1,False
,,,,,0.1943490479999923,,,,,,,0.30880987700001583,,,73.5868503893193,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.12447362978898392,,0.6973477916263063,21.723432112265936,,9.170104604328666,,,wls_strong,,,296,,,,,,,,,,,,,,,,,smooth_variable,,8100,0.005185718999996425,0.5083446440000046,0,False
,,,,,0.23116499900001486,,,,,,,0.31756141999997567,,,92.81980699826532,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.1207770651953196,,0.5337590360390096,21.666584496460583,,9.271822089510998,,,wls_strong,,,301,,,,,,,,,,,,,,,,,smooth_variable,,8101,0.0012225650000061705,0.5499489839999967,1,False
,,,,,0.3594030319999888,,,,,,,0.32289521900000295,1e-12,CLS-GFD-type-v1,82.12400368361743,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.07068101213143103,,0.23229535341979268,924.5110160194934,3.9867416035122005e-09,236.46514836607977,0.01948329685482787,34.0,cls_gfd,,,296,,,,,,,,,,,,,,,,,smooth_variable,,8100,0.001358237000005147,0.6836564879999969,0,False
,,,,,0.10397355899999638,,,,,,,0.14932764499999962,,,78.70178781350765,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.11690011823424705,,0.5144571578707036,22.22374839302146,,9.147521037734386,,,wls_strong,,,298,,,,,,,,,,,,,,,,,smooth_variable,,8103,0.024023747000001094,0.2773249509999971,3,False
,,,,,0.15434799799999155,,,,,,,0.1681615480000005,1e-12,CLS-GFD-type-v1,95.46627876101846,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.06990975497393753,,0.21263407840489013,858.1649252108251,4.215266358187364e-09,236.1059954977643,0.019814827005800777,34.0,cls_gfd,,,299,,,,,,,,,,,,,,,,,smooth_variable,,8102,0.001245660000023463,0.3237552060000155,2,False
,,,,,0.20141230499999097,,,,,,,0.32474022900001387,,,76.06870070445508,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.11544965791724901,,0.6147999015683845,20.713614997850623,,9.144958336532191,,,wls_strong,,,299,,,,,,,,,,,,,,,,,smooth_variable,,8102,0.0013159629999961453,0.527468497000001,2,False
,,,,,0.03302715499998499,,,,,,,0.08059230399999251,,,32.39583442069808,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,1.1969188884714548,,5.6570421216864055,21.32622648453158,,9.411600646426407,,,wls_strong,,,82,,,,,,,,,,,,,,,,,smooth_variable,,8100,0.00019161500000564047,0.11381107399998314,0,False
nan,nan,nan,0.0,nan,0.4258418329999927,0.0,4.0490420502102475,0.8667312876945229,2.0252995740721715,0.4425616745576875,0.44313063063063063,0.3182536779999907,,,517.6711305762926,7.7021722333370235e-16,4.4416277578837654e-15,3.363078499676533,0.4472601930922452,1.851416845221652,0.5574383254423125,0.3446580241394725,0.9042599528179787,0.1926947531094191,0.6521082546735109,4.0490420502102475,0.648706021421578,1.9190093572944908,circle,nan,nan,13.467344641338975,49.52852040991674,15.195267370640977,68.27294077458976,14.58951432162606,13.467344641338975,49.52852040991674,15.195267370640977,68.27294077458976,14.58951432162606,64.07671782528215,64.07671782528215,0.1,0.13244075767504201,0.7593678933443961,0.31923274866975737,25.82867189805736,,9.405713402473712,,,ccpfm_flux,0,4013,301,0.38823822576625966,4.0490420502102475,0.8667312876945229,2.0252995740721715,0.4425616745576875,0.44313063063063063,3.363078499676533,0.4472601930922452,1.851416845221652,0.5574383254423125,0.3446580241394725,4.0490420502102475,0.648706021421578,1.9190093572944908,1.0,0.38823822576625966,smooth_variable,0,8101,0.0014576739999938582,0.7455531849999772,1,False
nan,nan,nan,0.0,nan,0.1801890149999963,0.0,3.8602191674777666,0.8841037918270298,2.0573862996182974,0.4363726216950828,0.4445073612684032,0.17087552700002107,,,490.6982320102415,8.413408858487514e-16,4.356419730387705e-15,3.483972133447664,0.454291202968356,1.8361040182367403,0.5636273783049173,0.33625602805786936,0.9826821279308365,0.19597243744364046,0.6509061723764898,3.8602191674777666,0.6604777526961728,1.9223736875075832,circle,nan,nan,13.825394376168619,53.84983398485802,15.275038309189796,68.21079532889678,14.778399270582437,13.825394376168619,53.84983398485802,15.275038309189796,68.21079532889678,14.778399270582437,65.62366221385138,65.62366221385138,0.1,0.14791692932650774,0.7475360956796592,0.3633213005848088,24.525712127981414,,9.390968080166903,,,ccpfm_flux,0,4047,303,0.38349394613293797,3.8602191674777666,0.8841037918270298,2.0573862996182974,0.4363726216950828,0.4445073612684032,3.483972133447664,0.454291202968356,1.8361040182367403,0.5636273783049173,0.33625602805786936,3.8602191674777666,0.6604777526961728,1.9223736875075832,1.0,0.38349394613293797,smooth_variable,0,8104,0.0015604769999981727,0.3526250190000155,4,False
,,,,,0.1541512869999906,,,,,,,0.17111238900000103,1e-12,CLS-GFD-type-v1,95.90688888640848,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.06540857238464126,,0.20911128727918116,884.4751732768314,3.6712393125526432e-09,235.3041874786823,0.019606872213168234,34.0,cls_gfd,,,303,,,,,,,,,,,,,,,,,smooth_variable,,8104,0.0014974130000098285,0.32676108900000145,4,False
nan,nan,nan,0.0,nan,0.3854328980000048,0.0,4.396844503437003,0.8747227674440382,2.0120912070544645,0.43896891584533737,0.43983880253310303,0.33647666400000276,,,456.20847248450855,8.010085650322907e-16,4.404294883951522e-15,3.69119014973177,0.42987077289083897,1.8658812024578544,0.5610310841546626,0.331981981981982,0.9891414722494628,0.18966972451144748,0.6526697594363281,4.396844503437003,0.6624022093910806,1.9434470965173714,circle,nan,nan,13.384361666164603,50.62917807905902,14.991242066851893,64.57541948663999,14.3360246019366,13.384361666164603,50.62917807905902,14.991242066851893,64.57541948663999,14.3360246019366,62.66671832238115,62.66671832238115,0.1,0.16268046026026353,0.7566490915121059,0.37727164196331864,25.24111922963554,,9.438484834344521,,,ccpfm_flux,0,3957,299,0.3793277735658327,4.396844503437003,0.8747227674440382,2.0120912070544645,0.43896891584533737,0.43983880253310303,3.69119014973177,0.42987077289083897,1.8658812024578544,0.5610310841546626,0.331981981981982,4.396844503437003,0.6624022093910806,1.9434470965173714,1.0,0.3793277735658327,smooth_variable,0,8102,0.0014130079999858935,0.7233225699999934,2,False
,,,,,0.01660017599999719,,,,,,,0.04922827799998686,,,47.26536569695847,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,1.6889404827111456,,9.05254367157176,22.239927166553954,,10.467778166878869,,,wls_strong,,,82,,,,,,,,,,,,,,,,,smooth_variable,,8101,0.0002150100000051225,0.06604346399998917,1,False
,,,,,0.07897371200002112,,,,,,,0.07778928299998711,1e-12,CLS-GFD-type-v1,25.022226316223712,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,0.6459338584920314,,2.114996045583057,878.5361788611825,7.982166039255389e-10,274.539277620433,0.012662328140987202,22.0,cls_gfd,,,82,,,,,,,,,,,,,,,,,smooth_variable,,8100,0.0002447029999927963,0.15700769800000103,0,False
,,,,,0.34923077900000976,,,,,,,0.3235276229999897,1e-12,CLS-GFD-type-v1,93.19721400176303,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.0716400023626021,,0.2081212435002684,926.9482848902898,3.229189360354212e-09,234.80206758957203,0.019515121197661436,34.0,cls_gfd,,,298,,,,,,,,,,,,,,,,,smooth_variable,,8103,0.0013386480000008305,0.6740970500000003,3,False
nan,nan,nan,0.0,nan,0.05289783699998907,0.0,4.803209506415758,0.654244762959769,2.243388158989143,0.8127659574468085,0.38612565445026176,0.12880534600000715,,,90.1464475888422,6.606594785130149e-11,2.946570633821107e-10,2.691133373425173,0.22085864356400264,1.4387152226154138,0.18723404255319148,0.20454545454545456,0.7032737425177837,0.14550009145713638,0.6079058069150937,4.803209506415758,0.5782309535179879,2.122847956183311,ellipse,nan,nan,3.292499175018736,14.384455991301047,4.937787188853093,19.94985740121979,3.573962196895165,3.292499175018736,14.384455991301047,4.937787188853093,19.94985740121979,3.573962196895165,17.20235421188872,17.20235421188872,0.2,0.26405500686008154,0.7995934727633183,0.501016793460568,26.825089727596424,,10.846199978760922,,,ccpfm_flux,0,940,82,0.35212765957446807,4.803209506415758,0.654244762959769,2.243388158989143,0.8127659574468085,0.38612565445026176,2.691133373425173,0.22085864356400264,1.4387152226154138,0.18723404255319148,0.20454545454545456,4.803209506415758,0.5782309535179879,2.122847956183311,1.0,0.35212765957446807,smooth_variable,0,8100,0.00021942500001159715,0.1819226080000078,0,False
,,,,,0.031431827000005796,,,,,,,0.06178409000000329,1e-12,CLS-GFD-type-v1,25.558200796495758,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,0.6436345567236655,,2.222839923519299,860.5464114352438,8.263469908342813e-10,254.98689649134286,0.013730335031855341,22.0,cls_gfd,,,82,,,,,,,,,,,,,,,,,smooth_variable,,8101,0.0002406170000028851,0.09345653400001197,1,False
,,,,,0.016390024000003223,,,,,,,0.028919217000009212,,,60.052633081505505,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,1.4527310605078532,,4.689340523816877,21.3812430096109,,10.444723882711253,,,wls_strong,,,81,,,,,,,,,,,,,,,,,smooth_variable,,8102,0.0002235210000094412,0.045532762000021876,2,False
,,,,,0.2653303330000085,,,,,,,0.3389591899999971,,,77.62628399401277,,,,,,,,,,,,,,circle,,,,,,,,,,,,,,,0.1,0.10945933089578704,,0.40255646609207496,21.11311418373347,,9.258809233171103,,,wls_strong,,,303,,,,,,,,,,,,,,,,,smooth_variable,,8104,0.0012458900000069661,0.6055354130000126,4,False
nan,nan,nan,0.0,nan,0.07278211899998155,0.0,4.2799027453887915,0.6731573203955611,2.185504834999568,0.8109504132231405,0.3961783439490446,0.05380641600001468,,,87.18161334979386,7.067932870918892e-11,3.104488186453262e-10,2.417314896702084,0.21834013374682543,1.4215327048812645,0.1890495867768595,0.2185792349726776,0.7547020468008653,0.140941105495904,0.6121876740996601,4.2799027453887915,0.5885504249240541,2.0875491028513933,ellipse,nan,nan,3.3240462231585677,14.804151587368263,4.646496065248969,20.78588106415887,3.5033705680276883,3.3240462231585677,14.804151587368263,4.646496065248969,20.78588106415887,3.5033705680276883,16.448070954320478,16.448070954320478,0.2,0.20695417885143913,0.785505979748622,0.3963676806757912,28.825694147310646,,11.67798791251116,,,ccpfm_flux,0,968,82,0.36260330578512395,4.2799027453887915,0.6731573203955611,2.185504834999568,0.8109504132231405,0.3961783439490446,2.417314896702084,0.21834013374682543,1.4215327048812645,0.1890495867768595,0.2185792349726776,4.2799027453887915,0.5885504249240541,2.0875491028513933,1.0,0.36260330578512395,smooth_variable,0,8101,0.004277620999999954,0.13086615599999618,1,False
nan,nan,nan,0.0,nan,0.02623049499999297,0.0,4.4247574978662065,0.7059610030494624,2.163920464624733,0.7758620689655172,0.3803921568627451,0.05201578699998777,,,90.17764636890486,6.022853396570049e-11,2.6494729754436155e-10,2.831804979000225,0.2150471211396208,1.5277643804299526,0.22413793103448276,0.248868778280543,0.8878020535779247,0.14477909524875476,0.6227003211456533,4.4247574978662065,0.6145092990379346,2.0599035183323924,ellipse,nan,nan,3.5826243414238412,15.610983283871501,5.290549114845287,22.04806866091894,4.028379008949731,3.5826243414238412,15.610983283871501,5.290549114845287,22.04806866091894,4.028379008949731,19.832564550439947,19.832564550439947,0.2,0.27718592660809577,0.7893715851589882,0.5666399013503965,25.613498974728355,,11.031253121232606,,,ccpfm_flux,0,986,86,0.3509127789046653,4.4247574978662065,0.7059610030494624,2.163920464624733,0.7758620689655172,0.3803921568627451,2.831804979000225,0.2150471211396208,1.5277643804299526,0.22413793103448276,0.248868778280543,4.4247574978662065,0.6145092990379346,2.0599035183323924,1.0,0.3509127789046653,smooth_variable,0,8103,0.00021218500000941276,0.07845846699999015,3,False
,,,,,0.05166486599998166,,,,,,,0.07718542700001763,1e-12,CLS-GFD-type-v1,25.487489702074377,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,0.6000616319497786,,1.672148374179147,863.9231861332152,8.051441960061316e-10,269.57504473508646,0.012056181449879884,18.0,cls_gfd,,,81,,,,,,,,,,,,,,,,,smooth_variable,,8102,0.00022565500000837346,0.12907594800000766,2,False
,,,,,0.061344496999993225,,,,,,,0.07160244799999305,1e-12,CLS-GFD-type-v1,38.58234390787184,,,,,,,,,,,,,,ellipse,,,,,,,,,,,,,,,0.2,0.48774198826233206,,1.6007924666422422,880.7852684683766,9.45641787097884e-10,263.48064300628647,0.015722599800456104,26.0,cls_gfd,,,86,,,,,,,,,,,,,,,,,smooth_variable,,8103,0.0002567509999948925,0.13320369599998116,3,False
nan,nan,nan,0.0,nan,0.3879302870000174,0.0,4.19622528642538,0.8681428721672297,1.9943771134158665,0.4353982300884956,0.4361207897793264,0.3443669019999902,,,478.47111687449046,8.81239525796218e-16,4.428920163762997e-15,3.9726167728658446,0.45219694522353654,1.8533837629537264,0.5646017699115045,0.33139274518584866,1.0236213039580466,0.19145499175268765,0.649521636808863,4.19622528642538,0.6520727509610512,1.9335430223647945,circle,nan,nan,13.356212719198503,51.49629623097926,14.862305178113674,64.20706616563771,14.242693129248059,13.356212719198503,51.49629623097926,14.862305178113674,64.20706616563771,14.242693129248059,61.88233958122119,61.88233958122119,0.1,0.13550481708874001,0.7491738067852525,0.3379754774206347,26.408213455436915,,9.451164132495187,,,ccpfm_flux,0,3955,298,0.3769911504424779,4.19622528642538,0.8681428721672297,1.9943771134158665,0.4353982300884956,0.4361207897793264,3.9726167728658446,0.45219694522353654,1.8533837629537264,0.5646017699115045,0.33139274518584866,4.19622528642538,0.6520727509610512,1.9335430223647945,1.0,0.3769911504424779,smooth_variable,0,8103,0.005751267999983156,0.7380484569999908,3,False
